document	token_label	emotion_label
"""You've come to live here haven't you "" continued Miss Smith ""I'm so glad I think you look so nice You don't mind my saying that do you I always tell people what I think of them and then one knows where one is."	O O O O O O O O O O O O O B-EMO O O B-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O	happiness
His voice was of an extreme kindliness and his eyes when she looked up at him shone with friendliness She found herself to her own surprise talking to him with great ease He was perfectly simple human and unaffected He asked her about her country.	O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O	surprise
He had seen her old hands tremble with suppressed temper on the very day after his arrival he had seen her old lips white with anger because the maid had brought her the wrong shawl Old ladies must of course have their fancies but his mother had some fixed and fierce purpose in her life that was quite beyond his powers of penetration.	O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O	anger
How fantastic these theories of fire and passion must seem he amused himself by considering to any one who knew his mother only from the outside.	O O O O O O O O O O O B-EMO O O B-CAU O O O O O O O O O O O	happiness
Her fear was of Martin She feared very deeply his influence upon her husband During Martin's absence she and Amy had managed very successfully to have the house as they wished it John Warlock the master had been too deeply occupied with the affairs of the soul to be concerned also with the affairs of the body.	O O O O O O B-EMO O O O O O B-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	fear
Such things could not frighten of course--he was no longer a child--and yet because he had once been frightened some impression of alarm and dismay hovered over him.	O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O B-EMO O O O	fear
"""I might not have come "" Martin said with a sudden anger that surprised himself ""She made no conditions I might have gone on with my life there abroad I am free to lead my own life where and how I please."""	O O O O O O O O O B-CAU I-CAU I-CAU O B-EMO O O O O O O O O O O O O O O O O O O O O O O O O O O O O	surprise
"What did Martin remember He remembered a good deal He was surprised when he began to think ""Did he remember his father suggested a scene a day--yes he remembered that His father continued as though it had been for his own pleasure."	O O O O O O O O O O O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O	surprise
He could see Mason Street with its grocer's shop at the corner its Baths and Public Library the sudden little black dips into the areas as the houses followed one another the lamp-post opposite their window that had always excited him because it leaned inwards a little as though it would presently tumble He remembered the fat short cook with the pink cotton dress who wheezed and blew so when she had to climb the stairs.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O O B-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	happiness
Then when at last she had mounted the vehicle she would flood the conductor with a stream of little questions darting her eyes angrily at all her neighbours as though they were gathered there together to murder her at the earliest opportunity She would be desperately confused when asked to pay for her ticket would be unable to find her purse and then when she discovered it would scatter its contents upon the ground In such an agony would she be at the threatened passing of her destination that she would spring up at every pause of the omnibus striking her nearest neighbour's eye or nose with her umbrella apologising nervously and then because she thought she had been too forward with a stranger staring fiercely about her and daring any one to speak to her.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O B-EMO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	anger
Her attitude was one of surprised excitement She was amazed by the most ordinary incidents and conversations She found Maggie's life quite incredible.	O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O	surprise
"She had been trained in another school from Caroline she felt from the very first that upon certain questions her lovely friend was inexperienced foolish and dangerously reckless On the question of ""men "" for instance Maggie with clear knowledge of her father and her uncle refused to follow Caroline's light and easy excursions Caroline was disappointed she had a great deal to say on the subject and could speak she assured Maggie from a vast variety of experience: ""Men are all the same."	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O B-EMO O O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness
Maggie soon discovered that Mr Magnus was very happy to sit in their house even though Aunt Anne was not present His attitude seemed to be that the atmosphere that she left behind her was enough for him and that he could not in justice expect any more.	O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O	happiness
I realised that by nine out of every ten men and five out of every ten women the literary page in the paper is turned over with exactly the same impatience with which I turn over the betting columns Anyway why not perfectly right And then by this time I'd seen my old books often enough lying scattered amongst dusty piles in second- hand shops marked 'All this lot 6d.'	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness
The young man was apparently in love with a lady much older than himself who wore pince-nez but it was an arid kind of love in which the young man discovered motives and symptoms with the same dexterous surprise with which he discovered newts and tadpoles in the cellar-pond Maggie bravely attacked Mr Magnus.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O	surprise
This was beyond Maggie altogether An agreeable thing however about Mr Magnus was that he did not mind when you disliked his work He seemed to expect that you would not like it He was certainly a very unconceited man.	O O O O O O B-EMO O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O	happiness
I couldn't imagine what they were all about it wasn't the ordinary London congregation it was almost the ordinary London service and yet not quite there was an air of expectation and even excitement which is most unusual in a London church Then there was Warlock Of course one could see at once that he was an extraordinary man a kind of prophet all on his own	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O	happiness
"Oh yes one of them went back I remember But his actual meeting with his girl was so disappointing in comparison with his long expectation of it in front of the Temple that he took the next boat back to the island but he never found it again He travelled everywhere and died a disappointed man at sea."""	O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness
What was there then in Maggie that started up in rebellion at this unexpected declaration She had been sitting there tranquil soothed with a happy sense that her new life was developing securely for her in the way that she would have it Suddenly she was alert suspicious hostile.	O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O	happiness
"""Said "" he repeated stammering a little ""Why only Nothing except that she cared for you and hoped that you would be happy She was afraid that it would all be strange for you at first Perhaps I have been interfering"	O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O	fear
"""Why Mathew You never told us I would have hurried back and now Elizabeth I'm afraid has gone on to see some friends She will be so disappointed But at least you've had Maggie to entertain you."""	O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O B-EMO O O O O O O O O O	sadness
Then as her mind returned back to her uncle she felt with a throb of excited anticipation that perhaps after all this evening was to prove the turning-point of her life Her little escape into the streets her posting of the letter had been followed so immediately by Uncle Mathew's visit and now this invitation	O O O O O O O O O O O O O O O B-EMO O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O	happiness
on his side as he looked down at her was surprised at his own excitement His heart was beating his hand trembling--before this plain ordinary unattractive girl	O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU O O O O O O O O O O O O	surprise
"One of the most interesting human beings whom he had ever met simply because she was utterly unlike any one else He felt shame before her because he knew that she would believe every word that he said In that she was simple but ""he would be bothered if she was simple in anything else."""	O O O O O O O O O O O O O O O O O O O O O O O B-EMO O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O	sadness
"He felt shame before her because he knew that she would believe every word that he said In that she was simple but ""he would be bothered if she was simple in anything else She had made up her mind--he knew it as well as though she had told him--to trust him absolutely and he knew well enough how little he was to be trusted."	O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO I-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness
Amy hated him his mother hid herself from him and his father's love frightened him Already he had found himself telling lies to avoid the chapel services and the meetings with Thurston and the rest.	O O O O O O O O O O B-CAU I-CAU I-CAU B-EMO O O O O O O O O O O O O O O O O O O O O O	fear
"""Look here "" he began and he was surprised at the hoarseness of his voice ""your uncle will be back in a moment and we never have a chance of being alone I've wanted to talk to you ever since I first saw you."""	O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	surprise
"""I've always known that I'd have to manage for myself "" she said ""I've never expected any one to do anything for me so I'm not likely to be disappointed now."""	O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O B-EMO O	sadness
He greeted the aunts then shook hands with Maggie He gave her one glance and she suddenly feeling that that glance had not the things in it that she had wanted was frightened her confidence left her she felt that if she did not have a word alone with him she would die.	O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O B-EMO O O O O O O O O O O O O O O O O O O O O	fear
She had hoped that he would be there waiting so that he might have a word with her before they went in but when they were all gathered together under the porch she saw with a throb of disappointment that he was not there She saw no one whom she knew but it struck her at once that here was a gathering quite different from that of the first time that she had come to the Chapel.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness
There seemed to be more of the servant class rather they were older women with serious rapt expressions and very silent There were men too to-night four or five gathered together inside the passage standing gravely without a word not moving like statues Maggie was frightened She felt like a spy in an enemy's camp and a spy waiting for an inevitable detection with no hope of securing any news.	O O O O O O O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU B-CAU I-CAU B-CAU I-CAU I-CAU B-CAU I-CAU B-CAU I-CAU O O B-EMO O O O O O O O O O O O O O O O O O O O O O O O O	fear
Maggie was maliciously pleased to observe that Miss Avies had not expected these additions to her number and was now in danger of an uncomfortable squashing there was indeed a polite little struggle between Miss Avies and Aunt Anne as to who should have the corner with a wooden arm upon which to rest.	O O O B-EMO O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O	happiness
Miss Avies' two friends huddled and frightened like fledglings suddenly surprised by a cuckoo stirred Maggie's sympathy She disliked Miss Avies from the very first moment Miss Avies had a pale thin pointed face with no eyebrows grey eyes dim and short-sighted and fair colourless hair brushed straight back under a hard ugly black hat.	O O O O O O O O O O B-EMO O B-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	surprise
a sinner like the rest of you live nevertheless in the fear of hell fire Hell fire has become I think to many of the present generation a mockery and a derision I come to tell you that it is no mockery that it as surely lies there a blazing furnace in front of us as though we saw it with our own eyes	O O O O O O O O O O O B-EMO O B-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	fear
She wanted to run away from the house miles and miles and miles She climbed into bed and thought of her escape If Miss Trenchard did not answer her letter then she could go off to Uncle Mathew greatly though she disliked the thought of that then she could live on her three hundred pounds and look about until she found work or Martin came for her.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO B-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O	sadness
"""It was very good of you dear to come I felt ashamed to wake you up at such an hour but I wanted you I felt that only you must be with me to-night It was a call from God I felt that it must be obeyed Sit down dear There on that chair You're not cold are you"	O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness
She talked on and on sometimes her sentences were confused and unfinished sometimes they seemed to Maggie to have no meaning once or twice the voice dropped so low that Maggie did not catch the words but always there was especial urgency behind the carelessness as though every word were being spoken for a listener's benefit--a listener who sat perhaps with pencil and notebook somewhere in the dark behind them.	O O O O O O B-CAU I-CAU O B-EMO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness
But it's nothing--nothing really--only I'm glad rather that you should share all our little troubles because then you'll know us better won't you Dear Maggie there's been something between us all this time hasn't there Ever since our first meeting--and it's partly been my fault.	O O O O O B-EMO O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	happiness
I wasn't good at first I wanted to be kind but I was stiff and shy You wouldn't think that I'm shy I am terribly I always have been since I was very little and just to enter a room when other people are there makes me so embarrassed I remember once when mother was alive her scolding me because I wouldn't come in to a tea-party But I couldn't I stood outside the door in an agony doing everything to make myself go in--but I couldn't	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O B-EMO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness
I'm grown up now I've got my three hundred pounds and I don't think I want to be religious I'm very grateful to you and Aunt Elizabeth but I'm not a help to you much I'm afraid I know I'm very careless I do want to be better and that's all the more reason perhaps why I should go out and earn my own living I'd learn more quickly then But I do love you and Aunt Elizabeth	O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	happiness
Nevertheless there did come to her suddenly then a new tenderness for her aunt the actual sight of her pain in the Chapel had deeply touched her and now her eagerness for escape was mingled with a longing to be affectionate and good.	O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O	sadness
Then Martin had come and suddenly she had seen how dangerously her life was hemming her in She was losing courage She would soon be afraid to speak for herself at all she would soon	O O O O O O O O O O O O O O O O O O O O O O O O B-EMO I-EMO B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O	fear
In a panic at these thoughts and feeling as though some one was trying to push her down into a coffin whilst she was still alive she began hurriedly to speak although she did not know whether her aunt were asleep or no.	O O B-EMO O B-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	fear
I wouldn't like to hurt your feelings Aunt Anne and it isn't that I'm not happy with you and Aunt Elizabeth but I ought to be earning my own living oughtn't I And I've only got my three hundred pounds haven't I I'm not complaining but I don't know about anything yet do I	O O O O O O O O O O O O O O B-EMO I-EMO O B-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness
Maggie felt ashamed of herself What desperate silly feelings had she allowed last night How much she had made of that service and how weak she was to give way so easily	O O B-EMO O B-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness
There to her surprise she found Caroline Smith The events of the last few days had a little dimmed Caroline from her memory She had not seen Caroline for a fortnight She did not know that she especially wanted to see Caroline now However it was very certain that Caroline wanted to see her.	O O O B-EMO B-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	surprise
"I'm queer--I have funny moods that last for days and days sometimes I seem to do every one harm I come in touch with There's my father now I love him more than any one in the world and yet I make him unhappy all the time I'm a bad fellow to be with--"""	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CAU O O B-EMO O O O O O O O O O O	sadness
I must just slip out of your path and you'll forget me and then you'll meet a much better man than I and be happy I'm queer--I have funny moods that last for days and days sometimes.	O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O B-EMO O O O O O O O O O O O O	happiness
Then when I saw how you trusted me I thought I'd be a cad and let it continue but somehow you've got an influence over me You've made me ashamed of things I wouldn't have hesitated about a year ago And the funny thing is it isn't your looks I can say things to you I couldn't to other women and I'll tell you right away that there are lots of women attract me more.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness
"he did not know whether he liked her--it was interest rather that drew him her strangeness her strength and loneliness young and solitary like the moon above him--and yet--also some feeling softer than interest so that he was suddenly touched as he thought of her and spoke out aloud: ""I'll be good to her--whatever happens by God I'll be good to her "" so that a chauffeur near him turned and looked with hard scornful eyes and a girl somewhere laughed."	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	happiness
"""I only said might mind you "" said Thurston smiling ""It's only a short-sighted fool would think that of you really And I'm not a fool really I'm not I've got quite another idea of you My idea is that you're one of us whether you want to be or not and that you always will be one of us That's why I like you and will be a friend to you too."""	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O B-EMO O O O O O O O O O	happiness
When you've been at this game a bit you scarcely know what you do believe that's the truth of it There may be something in it after all Sometimes well it 'ud surprise you if you'd seen all the things I have I don't mean ghosts and spirits and all that kind of nonsense.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O	surprise
His mind wanderedHe looked about the little room and thought of ThurstonWhy was he not more angry about it all He had pretended to be indignant he had hated Thurston as he stood there	O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU O O O O O O O O O O O O O O	anger
And this figure Martin knew was a prey to every morbid desire rushed to sensual excess and then crept back miserably to search for some spiritual flagellation Above all it was restless as some one presses round a dark room searching for the lock of the door restless and lonely cowardly and selfish but searching and sensitive and even faithful faithful to something or to some one	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O	sadness
Miss Pyncheon was the soul of good-nature--but she was much more than that She was by far the most sensible genial and worldly of the Inside Saints it was in fact astonishing that she should be an Inside Saint at all.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	surprise
Do you know that I love you more than anything in the whole world More I'm sometimes terribly afraid than God Himself I can't help myself I love you Martin so that it's like hunger or thirst It's the only earthly passion that I've ever had And I'll tell you another thing It's the one terror of my earthly life that you'll leave me Now that I've got you back I'm afraid every time you go out of the house that you'll run away round the corner and never come back again.	O O O O O O O O O O O O O O O O O O B-EMO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O	fear
When you remind me of what I was like as a kid I go right back and feel helpless as though you could do anything with me you like All the same I don't believe in this business father--all this Second Coming and the rest of it.	O O O O O O O O O O O O O O O O O O B-EMO O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O	sadness
"""Oh nothing "" said Maggie slowly Then she went on laughing: ""I've been asked out to tea--for the first time in my life And I'm terribly frightened."""	O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O B-EMO	fear
This was unexpected joy to Caroline who had never imagined that there would be any one so near the Inner Saints as Maggie who yet knew nothing about these recent events.	O O B-EMO I-EMO O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness
Well anyway Miss Avies is the strongest of the lot really I'd back her against anybody I'm terrified of her myself I tell you frankly She'd wring any one's neck for twopence.	O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O B-EMO I-EMO I-EMO O O O O O O O O O O O O	fear
"""Well I know Martin Warlock's going to ask me It's been getting closer and closer I expect he will this week Of course he isn't so safe as William but he's much more exciting And he's got quite a lot of money of his own."""	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness
The boldness the excitement of this inflamed her It was so like her to challenge any action once she was in it by taking it to its furthest limit She put it in an envelope and wrote Martin's name with a flourish.	O O O B-EMO O B-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	happiness
After that abrupt opening there seemed to be nothing to say Maggie's thoughts also were elsewhere She was wishing now passionately that she had not given that note to Caroline.	O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness
If Martin could love her it did not matter what others thought--nevertheless she pulled her hat about a little and patted her dress The cab stopped and she felt desperately lonely Did any one care about her anywhere @@No no one She could have cried with pity at the thought of her own loneliness.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO I-EMO O O O O O O O O B-CAU I-CAU O O O O O O O O O O O O O	sadness
"Some one came forward to her some one so kind and comforting so easy and unsurprised that Maggie suddenly felt herself steadied as though a friend had put an arm around her Before she had felt: ""This light--I am shabby Now she felt ""I am with friendly people She was surprised at the way that she was suddenly at her ease."	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	surprise
"""No "" answered Maggie ""It isn't that exactly I'm not happy at home but I think that's my fault My aunts are very good But I want to be free It is all very religious where I am and they want me to believe in their religion."	O O O O O O O O O B-EMO I-EMO O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O	sadness
It is all very religious where I am and they want me to believe in their religion I'm afraid I'm not religious at all Then I don't want to be dependent on people.	O O O O O O O O O O O O O O O O O O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O	fear
He stood there as though he were purposely giving her a portrait that she might remember for the rest of her days She was too nervous to move and then she wanted that wonderful moment to last that moment when she had realised that he had come to meet her that he was there amongst all those crowds simply for her that he was looking for her and wanting her that he would be bitterly disappointed did she not come	O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	fear
It is that I seem to bring a curse on every one I'm fond of I love my father and I've come back and made him miserable It's always like that And if I made you miserable it would be the worst thing I ever did	O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU O O O B-EMO O O O O O O O O O O O O O O O O O O O	sadness
Maggie had an uncomfortable feeling that her aunt had in some way mysteriously defeated her by this sudden abandonment of all protest and for a moment the mysterious house closed around her with its shadows and dim corners and the little tinkling Chapel hell in the heart of it But the thought of Martin dissolved the shadows and off she went.	O O O B-EMO O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness
"In some strange way she was frightened of the evening although she had already pledged her word to him on something much more final: ""No "" she thought to herself ""when the moment comes for me to leave everything I will go but he shall know that I am not doing it cheaply simply for an evening's fun."""	O O O O O O B-EMO O B-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	fear
But Maggie had no eloquence in reply--she could not make up fine sentences it embarrassed her dreadfully to tell him even that she loved him and when he was sentimental it was her habit to turn it off with a joke if she could She wanted terribly to ask him sometimes what he had meant when he said that he didn't love her as he had loved other women.	O O O O O O O O O O O O O O B-EMO O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness
He looked more wandering than ever with his high white collar his large spectacles and his thin dusty hair the fire of some hidden vital spirit burnt beneath those glasses and his face was so kindly that she felt ashamed of herself for having avoided him so often.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O O O B-CAU I-CAU I-CAU I-CAU I-CAU	sadness
"""It's terrible all this that's going on You know about it of course--Warlock's visions I mean and the trouble it's making I'm outside it and you're outside it but we're being brought into it all the same--how can we help it when we love the people who are in it"	O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	fear
He stopped and there was a long silence between them Maggie was silent because she never knew what to say when he burst into parables and divided mankind under strange names into different camps And yet this time she did know a little what he was after.	O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU B-CAU I-CAU I-CAU B-CAU I-CAU I-CAU O O O O O O O O O O O O O	sadness
He cleared his throat as though he were embarrassed and were conscious that he had been making a fool of himself Maggie felt that he was disappointed in her She was sorry for that but she was as she was.	O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O	sadness
Her face was white with the effect of a chalk drawing into which live black burning eyes had been stuck But it was none of these things that frightened Maggie It was the expression somewhere in the mouth in the eyes in the pale bony hands that spoke of some meeting with a torturer whose powers were almost omniscient--almost but not quite.	O O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O B-EMO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	fear
