clause	token_label	emotion-label	doc_id
however	O	anger	786
must be controlled	O O O	anger	786
"else failure or social dislike awaits the cholericWhen a man wins success he frequently allows himself the luxury of indulging his anger because he feels his power cannot be challengedThe Duchess in ""Alice's Adventures in Wonderland"	O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	anger	786
""" with her choleric ""off with his head"" whenever any one contradicted her"	O O O O O O O O O O O O O	anger	786
is a caricature	O O O	anger	786
and a very apt one	O O O O O	anger	786
"of this type of personWe think of the bull-necked Henry the Eighth--""bluff King Hal""--as the choleric type"	O O O O O O O O O O O O O O O O O	anger	786
though here we also assume a certain cyclothymia	O O O O O O O O	anger	786
great good nature alternating with fierce anger	O O O O O O O	anger	786
"""Whatever came over me I hardly understand"	O O O O O O O	fear	787
""" said he afterwards sadly""I used to have rages like that as a boy"	O O O O O O O O O O O O O O	fear	787
but I have been very well controlled for over thirty yearsI was a raging demon for a while	O O O O O O O O O O O O O O O O O O	fear	787
and it appalls me to think that in me there lurks such a devil of anger	O O B-EMO O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	787
""" Akin to anger"	O O O O	fear	787
akin to fear	O O O	fear	787
is suspicionThere is a sullen non-social personality type whose reactions are characterized by suspicionHe never willingly gives his trust to any one	O O O O O O O O O O O O O O O O O O O O O O	fear	787
and when he hands over his destinies to any one	O O O O O O O O O O	fear	787
as all must do now and then	O O O O O O O	fear	787
he is consumed with dread	O O O O O	fear	787
doubt and latent hostility	O O O O	fear	787
rejoice in inferiority	O O O	fear	788
in the masochistic sense spoken of before	O O O O O O O	fear	788
Is his humility a sign of inversion	O O O O O O O	fear	788
in the Freudian sense	O O O O	fear	788
a sort of homosexuality	O O O O	fear	788
Possibly	O	fear	788
and there are very crude and coarse phrases of the common man indicating a sexual feeling in all victory and defeatBut I am inclined to call this a sort of monothymia	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	fear	788
a mood of fear and negative self- feeling coloring all the reactionsI have previously cited the case of the man obsessed by fear in all the relations of life	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	fear	788
--shrinking	O	fear	788
"self-acknowledged inferiority--who lost it with ""a few drinks under my belt"	O O O O O O O O O O O	fear	788
"""Dutch courage"" drove from many a man the inferiority and the fear that plagued his soulTrue"	O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU	fear	788
it drove him into a worse situation	O O O O O O O	fear	788
but for a few moments he tasted something of the life that heroes and the great haveIf we can ever find something that will not degrade as it exalts	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	fear	788
all the world will rush to use it	O O O O O O O O	fear	788
The prince was not asleep	O O O O O	sadness	789
and as he lay awake moaning over all the sad events which had separated him from his wife	O O O O O O O O O B-EMO O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	sadness	789
he thought he heard a knock at the garden door	O O O O O O O O O O	sadness	789
He went to open it	O O O O O	sadness	789
and was immediately seized by the captain and sailors	O O O O O O O O O	sadness	789
who without a word of explanation forcibly bore him off to the boat	O O O O O O O O O O O O O	sadness	789
which took them back to the ship without loss of time	O O O O O O O O O O O	sadness	789
No sooner were they on board than they weighed anchor and set sail.	O O O O O O O O O O O O O	sadness	789
Camaralzaman was much surprised at hearing the king--whom he never suspected of being a woman in disguise--asserting their acquaintance	O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	surprise	790
for he felt sure he had never seen her before	O O O O O O O O O O	surprise	790
However he received all the praises bestowed on him with becoming modesty	O O O O O O O O O O O O	surprise	790
and prostrating himself	O O O	surprise	790
said:	O	surprise	790
"""Do not expect ever to see the king again"	O O O O O O O O O	happiness	792
""" said the princess"	O O O O	happiness	792
as she wiped the tears of joy from her eyes	O O O O O O B-EMO O O O	happiness	792
"""in me you see the king"	O B-CAU I-CAU I-CAU I-CAU I-CAU	happiness	792
Let us sit down	O O O O	happiness	792
"and I will tell you all about it."""	O O O O O O O O	happiness	792
When the king arrived great was his surprise at finding a strange lady in company of the grand treasurer who had no actual right to enter the private apartment	O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	surprise	793
Seating himself he asked for the king.	O O O O O O O	surprise	793
This advice appearing reasonable	O O O O	fear	794
Khacan decided to follow it	O O O O O	fear	794
but his wrath against his son did not abate	O O O O O O O O O	fear	794
Noureddin dared not appear all that day	O O O O O O O	fear	794
and fearing to take refuge with his usual associates in case his father should seek him there	O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	794
he spent the day in a secluded garden where he was not known	O O O O O O O O O O O O O	fear	794
He did not return home till after his father had gone to bed	O O O O O O O O O O O O O	fear	794
and went out early next morning before the vizir awoke	O O O O O O O O O O	fear	794
and these precautions he kept up during an entire month.	O O O O O O O O O O	fear	794
The Caliph Haroun-al-Raschid	O O O	surprise	795
chancing at that moment to open a window in the saloon of his palace looking on the garden	O O O O O O O O O O O O O O O O O O	surprise	795
was surprised to see the pavilion brilliantly illuminated	O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU	surprise	795
Calling the grand-vizir	O O O	surprise	795
Giafar	O	surprise	795
he said to him:	O O O O	surprise	795
That morning the princess rose earlier than she had done since she had been carried into Africa by the magician	O O O O O O O O O O O O O O O O O O O O	happiness	796
whose company she was forced to endure once a day	O O O O O O O O O O	happiness	796
She	O	happiness	796
however	O	happiness	796
treated him so harshly that he dared not live there altogether	O O O O O O O O O O O	happiness	796
As she was dressing	O O O O	happiness	796
one of her women looked out and saw Aladdin	O O O O O O O O O	happiness	796
The princess ran and opened the window	O O O O O O O	happiness	796
and at the noise she made Aladdin looked up	O O O O O O O O O	happiness	796
She called to him to come to her	O O O O O O O O	happiness	796
and great was the joy of these lovers at seeing each other again.	O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	796
I ate mine	O O O	surprise	797
as was natural	O O O	surprise	797
with a spoon	O O O	surprise	797
but great was my surprise to notice that my wife	O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU	surprise	797
instead of doing the same	O O O O O	surprise	797
drew from her pocket a little case	O O O O O O O	surprise	797
from which she selected a long pin	O O O O O O O	surprise	797
and by the help of this pin conveyed her rice grain by grain to her mouth.	O O O O O O O O O O O O O O O O	surprise	797
Ali Cogia still tried every means to persuade the merchant to admit the truth	O O O O O O O O O O O O O O	sadness	798
"""I love peace"	O O O	sadness	798
""" he said"	O O O	sadness	798
"""and shall deeply regret having to resort to harsh measures"	O O O O O O O O O O	sadness	798
Once more	O O	sadness	798
think of your reputation	O O O O	sadness	798
I shall be in despair if you oblige me to call in the aid of the law	O O O O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	sadness	798
Meanwhile	O	surprise	799
Prince Firouz Schah had gone gaily up into the air	O O O O O O O O O O	surprise	799
and for the space of an hour continued to ascend higher and higher	O O O O O O O O O O O O O	surprise	799
till the very mountains were not distinguishable from the plains	O O O O O O O O O O	surprise	799
Then he began to think it was time to come down	O O O O O O O O O O O	surprise	799
and took for granted that	O O O O O	surprise	799
in order to do this	O O O O O	surprise	799
it was only needful to turn the screw the reverse way	O O O O O O O O O O O	surprise	799
but	O	surprise	799
to his surprise and horror	O O B-EMO O O	surprise	799
he found that	O O O	surprise	799
turn as he might	O O O O	surprise	799
he did not make the smallest impression	B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	surprise	799
He then remembered that he had never waited to ask how he was to get back to earth again	O O O O O O O O O O O O O O O O O O O	surprise	799
and understood the danger in which he stood	O O O O O O O O	surprise	799
Luckily	O	surprise	799
he did not lose his head	O O O O O O	surprise	799
and set about examining the horse's neck with great care	O O O O O O O O O O	surprise	799
till at last	O O O	surprise	799
to his intense joy	O O O O	surprise	799
he discovered a tiny little peg	O O O O O O	surprise	799
much smaller than the other	O O O O O	surprise	799
close to the right ear	O O O O O	surprise	799
This he turned	O O O	surprise	799
and found him-self dropping to the earth	O O O O O O O	surprise	799
though more slowly than he had left it.	O O O O O O O O	surprise	799
"""I do not know"	O O O O	sadness	800
Princess	O	sadness	800
how to express my gratitude for your obliging offer	O O O O O O O O O	sadness	800
which I would accept at once if it were not for the recollection of all the uneasiness the King my father must be suffering on my account	O O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness	800
I should be unworthy indeed of all the love he showers upon me	O O O O O O O O O O O O O	sadness	800
if I did not return to him at the first possible moment	O O O O O O O O O O O O	sadness	800
For	O	sadness	800
while I am enjoying the society of the most amiable of all princesses	O O O O O O O O O O O O O	sadness	800
he is	O O	sadness	800
I am quite convinced	O O O O	sadness	800
plunged in the deepest grief	O O O O B-EMO	sadness	800
having lost all hope of seeing me again	B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	sadness	800
I am sure you will understand my position	O O O O O O O O	sadness	800
and will feel that to remain away one instant longer than is necessary would not only be ungrateful on my part	O O O O O O O O O O O O O O O O O O O O O	sadness	800
but perhaps even a crime	O O O O O	sadness	800
for how do I know if my absence may not break his heart	O O O O O O O O O O O O O	sadness	800
"""Princess"	O	fear	801
""" he added"	O O O	fear	801
"""it may be that in your heart you class me with those false lovers whose devotion cannot stand the test of absence"	O O O O O O O O O O O O O O O O O O O O O O	fear	801
If you do	O O O	fear	801
you wrong me	O O O	fear	801
and were it not for fear of offending you	O O O O O B-EMO O B-CAU I-CAU	fear	801
I would beseech you to come with me	O O O O O O O O	fear	801
for my life can only be happy when passed with you	O O O O O O O O O O O	fear	801
As for your reception at the Persian Court	O O O O O O O O	fear	801
it will be as warm as your merits deserve	O O O O O O O O O	fear	801
and as for what concerns the King of Bengal	O O O O O O O O O	fear	801
"he must be much more indifferent to your welfare than you have led me to believe if he does not give his consent to our marriage."""	O O O O O O O O O O O O O O O O O O O O O O O O O O	fear	801
The prince at once seized the opening thus given him	O O O O O O O O O O	fear	802
and told the whole story of his treatment by the Princess of Bengal	O O O O O O O O O O O O O	fear	802
not even concealing the fact that she had fallen in love with him	O O O O O O O O O O O O O	fear	802
"""And"	O	fear	802
Sire	O	fear	802
""" ended the prince"	O O O O	fear	802
"""having given my royal word that you would not refuse your consent to our marriage"	O O O O O O O O O O O O O O O	fear	802
I persuaded her to return with me on the Indian's horse	O O O O O O O O O O O	fear	802
I have left her in one of your Highness's country houses	O O O O O O O O O O O	fear	802
where she is waiting anxiously to be assured that I have not promised in vain	O O O O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	802
The Sultan was transported with delight on learning the result of the interview	O O O O O O O O O O O O O	happiness	803
and his opinion of the doctor's skill was raised still higher when	O O O O O O O O O O O O	happiness	803
on the following day	O O O O	happiness	803
the princess behaved towards him in such a way as to persuade him that her complete cure would not be long delayed	O O O O O O O O O O O O O O O O O O O O O O	happiness	803
However he contented himself with assuring her how happy he was to see her health so much improved	O O O O O O O O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	803
and exhorted her to make every use of so clever a physician	O O O O O O O O O O O O	happiness	803
and to repose entire confidence in him	O O O O O O O	happiness	803
Then he retired	O O O	happiness	803
without awaiting any reply from the princess.	O O O O O O O	happiness	803
They obtained permission of the Sultan to take up their abode in the palace for some weeks	O O O O O O O O O O O O O O O O O	sadness	804
and never left their sister night or day	O O O O O O O O	sadness	804
When at last a little boy	O O O O O O	sadness	804
beautiful as the sun	O O O O	sadness	804
was born	O O	sadness	804
they laid him in his cradle and carried it down to a canal which passed through the grounds of the palace	O O O O O O O O O O O O O O O O O O O O O	sadness	804
Then	O	sadness	804
leaving it to its fate	O O O O O	sadness	804
they informed the Sultan that instead of the son he had so fondly desired the Sultana had given birth to a puppy	O O O O O O O O O O O O O O O O O O O O O O	sadness	804
At this dreadful news the Sultan was so overcome with rage and grief that it was with great difficulty that the grand-vizir managed to save the Sultana from his wrath.	O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	sadness	804
When the dervish saw that the prince's mind was made up	O O O O O O O O O O O	fear	805
he drew a ball from a bag that lay near him	O O O O O O O O O O O	fear	805
and held it out	O O O O	fear	805
"""If it must be so"	O O O O O	fear	805
""" he said"	O O O	fear	805
with a sigh	O O O	fear	805
"""take this"	O O	fear	805
and when you have mounted your horse throw the ball in front of you	O O O O O O O O O O O O O O	fear	805
It will roll on till it reaches the foot of a mountain	O O O O O O O O O O O O	fear	805
and when it stops you will stop also	O O O O O O O O	fear	805
You will then throw the bridle on your horse's neck without any fear of his straying	O O O O O O O O O O O O O O O O	fear	805
and will dismount	O O O	fear	805
On each side you will see vast heaps of big black stones	O O O O O O O O O O O O	fear	805
and will hear a multitude of insulting voices	O O O O O O O O	fear	805
but pay no heed to them	O O O O O O	fear	805
and	O	fear	805
above all	O O	fear	805
beware of ever turning your head	O O O O O O	fear	805
If you do	O O O	fear	805
you will instantly become a black stone like the rest	O O O O O O O O O O	fear	805
For those stones are in reality men like yourself	O O O O O O O O O	fear	805
who have been on the same quest	O O O O O O O	fear	805
and have failed	O O O	fear	805
as I fear that you may fail also	O O B-EMO O B-CAU I-CAU I-CAU I-CAU	fear	805
If you manage to avoid this pitfall	O O O O O O O	fear	805
and to reach the top of the mountain	O O O O O O O O	fear	805
you will find there the Talking Bird in a splendid cage	O O O O O O O O O O O	fear	805
and you can ask of him where you are to seek the Singing Tree and the Golden Water	O O O O O O O O O O O O O O O O O O	fear	805
That is all I have to say	O O O O O O O	fear	805
You know what you have to do	O O O O O O O	fear	805
and what to avoid	O O O O	fear	805
but if you are wise you will think of it no more	O O O O O O O O O O O O	fear	805
"but return whence you have come."""	O O O O O O	fear	805
Prince Perviz's grief at his brother's loss was not less than that of Princess Parizade	O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	sadness	806
but he did not waste his time on useless lamentations.	O O O O O O O O O O	sadness	806
When	O	fear	807
however	O	fear	807
the same thing happened a second time	O O O O O O O	fear	807
they feared that the Sultan might be angry with them for their carelessness	O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	807
But he took it in good part	O O O O O O O	fear	807
and	O	fear	807
drawing three little golden balls from his purse	O O O O O O O O	fear	807
he held them out to Prince Bahman	O O O O O O O	fear	807
saying	O	fear	807
"""Put these in your bosom and you will not forget a third time"	O O O O O O O O O O O O O	fear	807
"for when you remove your girdle to-night the noise they will make in falling will remind you of my wishes."""	O O O O O O O O O O O O O O O O O O O O	fear	807
The Princess Parizade was much disturbed at the news	O O O O O O O O O	sadness	808
and did not conceal her feelings	O O O O O O	sadness	808
"""Your meeting with the Sultan is very honourable to you"	O O O O O O O O O O	sadness	808
""" she said"	O O O	sadness	808
"""and will"	O O	sadness	808
I dare say	O O O	sadness	808
be of service to you	O O O O O	sadness	808
but it places me in a very awkward position	O O O O O O O O O	sadness	808
It is on my account	O O O O O	sadness	808
I know	O O	sadness	808
that you have resisted the Sultan's wishes	O O O O O O O	sadness	808
and I am very grateful to you for it	O O O O O O O O O	sadness	808
But kings do not like to have their offers refused	O O O O O O O O O O	sadness	808
and in time he would bear a grudge against you	O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	sadness	808
which would render me very unhappy	O O O O O B-EMO	sadness	808
Consult the Talking Bird	O O O O	sadness	808
who is wise and far-seeing	O O O O O	sadness	808
"and let me hear what he says."""	O O O O O O O	sadness	808
"""With the utmost pleasure"	O O O O	fear	809
""" replied the Sultan"	O O O O	fear	809
"""and as I am all impatience to see the sister of such accomplished young men you may expect me the day after to-morrow"	O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	809
The moment his Highness entered the courtyard	O O O O O O O	surprise	810
the princess flung herself at his feet	O O O O O O O	surprise	810
but he bent and raised her	O O O O O O	surprise	810
and gazed at her for some time	O O O O O O O	surprise	810
struck with her grace and beauty	O O O O O O	surprise	810
and also with the indefinable air of courts that seemed to hang round this country girl	O O O O O O O O O O O O O O O O	surprise	810
"""They are all worthy one of the other"	O O O O O O O O	surprise	810
""" he said to himself"	O O O O O	surprise	810
"""and I am not surprised that they think so much of her opinions"	O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	surprise	810
"I must know more of them."""	O O O O O O	surprise	810
April 28	O O	surprise	811
- At the office	O O O O	surprise	811
the new and very young clerk Pitt	O O O O O O O	surprise	811
who was very impudent to me a week or so ago	O O O O O O O O O O O	surprise	811
was late again	O O O	surprise	811
I told him it would be my duty to inform Mr	O O O O O O O O O O O	surprise	811
Perkupp	O	surprise	811
the principal	O O	surprise	811
To my surprise	O O B-EMO	surprise	811
Pitt apologised most humbly and in a most gentlemanly fashion	B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	surprise	811
I was unfeignedly pleased to notice this improvement in his manner towards me	O O O O O O O O O O O O O	surprise	811
and told him I would look over his unpunctuality	O O O O O O O O O	surprise	811
Passing down the room an hour later	O O O O O O O	surprise	811
I received a smart smack in the face from a rolled-up ball of hard foolscap	O O O O O O O O O O O O O O O	surprise	811
I turned round sharply	O O O O	surprise	811
but all the clerks were apparently riveted to their work	O O O O O O O O O O	surprise	811
I am not a rich man	O O O O O O	surprise	811
but I would give half-a-sovereign to know whether that was thrown by accident or design	O O O O O O O O O O O O O O O	surprise	811
Went home early and bought some more enamel paint - black this time - and spent the evening touching up the fender	O O O O O O O O O O O O O O O O O O O O O O	surprise	811
picture-frames	O	surprise	811
and an old pair of boots	O O O O O O	surprise	811
making them look as good as new	O O O O O O O	surprise	811
Also painted Gowing's walking-stick	O O O O	surprise	811
which he left behind	O O O O	surprise	811
and made it look like ebony.	O O O O O O	surprise	811
The last time it was the greengrocer's boy	O O O O O O O O	anger	812
who	O	anger	812
not seeing it was me	O O O O O	anger	812
for Sarah had not lighted the gas	O O O O O O O	anger	812
pushed into my hands two cabbages and half-a-dozen coal-blocks	O O O O O O O O O	anger	812
I indignantly threw them on the ground	O O O O O O O	anger	812
and felt so annoyed that I so far forgot myself as to box the boy's ears	O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	anger	812
He went away crying	O O O O	anger	812
and said he should summons me	O O O O O O	anger	812
a thing I would not have happen for the world	O O O O O O O O O O	anger	812
In the dark	O O O	anger	812
I stepped on a piece of the cabbage	O O O O O O O O	anger	812
which brought me down on the flags all of a heap	O O O O O O O O O O O	anger	812
For a moment I was stunned	O O O O O O	anger	812
but when I recovered I crawled upstairs into the drawing-room and on looking into the chimney-glass discovered that my chin was bleeding	O O O O O O O O O O O O O O O O O O O O O O	anger	812
my shirt smeared with the coal-blocks	O O O O O O	anger	812
and my left trouser torn at the knee.	O O O O O O O O	anger	812
July 31	O O	fear	813
- Carrie was very pleased with the bangle	O O O O O O O O	fear	813
which I left with an affectionate note on her dressing-table last night before going to bed	O O O O O O O O O O O O O O O O	fear	813
I told Carrie we should have to start for our holiday next Saturday	O O O O O O O O O O O O O	fear	813
She replied quite happily that she did not mind	O O O O O O O O O	fear	813
except that the weather was so bad	O O O O O O O	fear	813
and she feared that Miss Jibbons would not be able to get her a seaside dress in time	O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	813
I told Carrie that I thought the drab one with pink bows looked quite good enough	O O O O O O O O O O O O O O O O	fear	813
and Carrie said she should not think of wearing it	O O O O O O O O O O	fear	813
I was about to discuss the matter	O O O O O O O	fear	813
when	O	fear	813
remembering the argument yesterday	O O O O	fear	813
resolved to hold my tongue.	O O O O O	fear	813
After Gowing left	O O O	surprise	815
Lupin came in	O O O	surprise	815
and in his anxiety to please Daisy Mutlar	O O O O O O O O	surprise	815
carped at and criticised the arrangements	O O O O O O	surprise	815
and	O	surprise	815
in fact	O O	surprise	815
disapproved of everything	O O O	surprise	815
including our having asked our old friend Cummings	O O O O O O O O	surprise	815
who	O	surprise	815
he said	O O	surprise	815
would look in evening-dress like a green-grocer engaged to wait	O O O O O O O O O O	surprise	815
and who must not be surprised if Daisy took him for one.	O O O O O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	surprise	815
fter Gowing left	O O O	fear	816
Lupin came in	O O O	fear	816
and in his anxiety to please Daisy Mutlar	O O O B-EMO O B-CAU I-CAU I-CAU	fear	816
carped at and criticised the arrangements	O O O O O O	fear	816
and	O	fear	816
in fact	O O	fear	816
disapproved of everything	O O O	fear	816
including our having asked our old friend Cummings	O O O O O O O O	fear	816
who	O	fear	816
he said	O O	fear	816
would look in evening-dress like a green-grocer engaged to wait	O O O O O O O O O O	fear	816
and who must not be surprised if Daisy took him for one.	O O O O O O O O O O O O	fear	816
At ten o'clock we went down to supper	O O O O O O O O	fear	817
and from the way Gowing and Cummings ate you would have thought they had not had a meal for a month	O O O O O O O O O O O O O O O O O O O O O	fear	817
I told Carrie to keep something back in case Mr	O O O O O O O O O O	fear	817
Perkupp should come by mere chance	O O O O O O	fear	817
Gowing annoyed me very much by filling a large tumbler of champagne	O O O O O O O O O O O O	fear	817
and drinking it straight off	O O O O O	fear	817
He repeated this action	O O O O	fear	817
and made me fear our half-dozen of champagne would not last out	O O O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	817
I tried to keep a bottle back	O O O O O O O	fear	817
but Lupin got hold of it	O O O O O O	fear	817
and took it to the side-table with Daisy and Frank Mutlar.	O O O O O O O O O O O	fear	817
When he went	O O O	surprise	818
he said	O O	surprise	818
"to our surprise:  ""I will come to-morrow and bring my Irving make-up"	O O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O	surprise	818
Gowing and Cummings said they would like to see it and would come too	O O O O O O O O O O O O O O	surprise	818
I could not help thinking they might as well give a party at my house while they are about it	O O O O O O O O O O O O O O O O O O O O	surprise	818
However	O	surprise	818
"as Carrie sensibly said:  ""Do anything"	O O O O O O O	surprise	818
dear	O	surprise	818
"to make Lupin forget the Daisy Mutlar business."""	O O O O O O O O	surprise	818
Lupin	O	surprise	819
to my surprise	O O B-EMO	surprise	819
"said:  ""Oh yes"	O O O O	surprise	819
He showed me the letter before he sent it	B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	surprise	819
I think he is right	O O O O O	surprise	819
"and you ought to apologise."""	O O O O O	surprise	819
Another thought that strikes me is that Gowing seldom calls in the evening	O O O O O O O O O O O O O	fear	821
and Cummings never does	O O O O	fear	821
I fear they don't get on well with Lupin.	O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	821
January 4	O O	surprise	822
- Mr Perkupp sent for me and told me that my position would be that of one of the senior clerks	B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	surprise	822
I was more than overjoyed	O O O O B-EMO	surprise	822
Mr Perkupp added	O O O	surprise	822
he would let me know to-morrow what the salary would be	O O O O O O O O O O O	surprise	822
This means another day's anxiety	O O O O O	surprise	822
I don't mind	O O O	surprise	822
for it is anxiety of the right sort	O O O O O O O O	surprise	822
That reminded me that I had forgotten to speak to Lupin about the letter I received from Mr Mutlar	O O O O O O O O O O O O O O O O O O O	surprise	822
senr	O	surprise	822
I broached the subject to Lupin in the evening	O O O O O O O O O	surprise	822
having first consulted Carrie	O O O O	surprise	822
Lupin was riveted to the FINANCIAL NEWS	O O O O O O O	surprise	822
as if he had been a born capitalist	O O O O O O O O	surprise	822
"and I said:  ""Pardon me a moment"	O O O O O O O O	surprise	822
Lupin	O	surprise	822
how is it you have not been to the Mutlars' any day this week	O O O O O O O O O O O O O O	surprise	822
After our little supper	O O O O	fear	823
"he said:  ""My dear parents"	O O O O O O	fear	823
I have some news	O O O O	fear	823
which I fear will affect you considerably	O O B-EMO B-CAU I-CAU I-CAU I-CAU	fear	823
"""  I felt a qualm come over me"	O O O O O O O O O	fear	823
and said nothing	O O O	fear	823
"Lupin then said:  ""It may distress you - in fact"	O O O O O O O O O O O	fear	823
I'm sure it will - but this afternoon I have given up my pony and trap for ever	O O O O O O O O O O O O O O O O O O	fear	823
It may seem absurd	O O O O	fear	823
but I was so pleased	O O O O O	fear	823
I immediately opened a bottle of port	O O O O O O O	fear	823
Gowing dropped in just in time	O O O O O O	fear	823
bringing with him a large sheet	O O O O O O	fear	823
with a print of a tailless donkey	O O O O O O O	fear	823
which he fastened against the wall	O O O O O O	fear	823
He then produced several separate tails	O O O O O O	fear	823
and we spent the remainder of the evening trying blindfolded to pin a tail on in the proper place	O O O O O O O O O O O O O O O O O O O	fear	823
My sides positively ached with laughter when I went to bed.	O O O O O O O O O O O	fear	823
In the evening Lupin arrived home early	O O O O O O O	surprise	824
and seemed a little agitated	O O O O O	surprise	824
"I said:  ""What's up"	O O O O O	surprise	824
my boy	O O	surprise	824
"""  He hesitated a good deal"	O O O O O O O	surprise	824
"and then said:  ""You know those Parachikka Chlorates I advised you to invest 20 pounds in"	O O O O O O O O O O O O O O O O O	surprise	824
"I replied:  ""Yes"	O O O O	surprise	824
they are all right	O O O O	surprise	824
I trust	O O	surprise	824
"""  He replied:  ""Well"	O O O O O O	surprise	824
no	O	surprise	824
To the surprise of everybody	O O O B-EMO I-EMO	surprise	824
they have utterly collapsed	B-CAU I-CAU I-CAU I-CAU	surprise	824
His bank was the Third National of Philadelphia	O O O O O O O O	fear	825
located in that center of all Philadelphia and indeed	O O O O O O O O O	fear	825
at that time	O O O	fear	825
of practically all national finance--Third Street--and its owners conducted a brokerage business as a side line	O O O O O O O O O O O O O O O O	fear	825
There was a perfect plague of State banks	O O O O O O O O	fear	825
great and small	O O O	fear	825
in those days	O O O	fear	825
issuing notes practically without regulation upon insecure and unknown assets and failing and suspending with astonishing rapidity	O O O O O O O O O O O O O O O O O	fear	825
and a knowledge of all these was an important requirement of Mr Cowperwood's position	O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	825
As a result	O O O	fear	825
he had become the soul of caution	O O B-EMO I-EMO I-EMO I-EMO I-EMO	fear	825
Unfortunately	O	fear	825
for him	O O	fear	825
he lacked in a great measure the two things that are necessary for distinction in any field--magnetism and vision	O O O O O O O O O O O O O O O O O O O	fear	825
He was not destined to be a great financier	O O O O O O O O O	fear	825
though he was marked out to be a moderately successful one	O O O O O O O O O O O	fear	825
About a year later	O O O O	sadness	830
Mr Semple died	B-CAU I-CAU I-CAU	sadness	830
It was an untimely death	O O O O O	sadness	830
one of those fortuitous and in a way insignificant episodes which are	O O O O O O O O O O O O	sadness	830
nevertheless	O	sadness	830
